id,site_id,site_name,event_name,year,description,lat,lon,cluster
729,244,Kottawa Raja Maha Vihara (Colombo District),Local Worship,1500 AD,Major center for regional festivities.,6.827,79.9685,1
730,244,Kottawa Raja Maha Vihara (Colombo District),Modern Preservation,2005 AD,Temple protected.,6.827,79.9685,1
731,245,Homagama Ancient Well,Construction,700 AD,Built as irrigation structure.,6.84,80.0,1
732,245,Homagama Ancient Well,Rural Use,1400 AD,Used by villagers for farming.,6.84,80.0,1
733,245,Homagama Ancient Well,Conservation,2000 AD,Well restored and protected.,6.84,80.0,1
734,246,Padukka Raja Maha Vihara,Construction,800 AD,Historic Buddhist temple.,6.8333,80.0833,1
735,246,Padukka Raja Maha Vihara,Kandyan Era Renovation,1750 AD,Temple expanded.,6.8333,80.0833,1
736,246,Padukka Raja Maha Vihara,Protected Status,1994 AD,Temple declared archaeological.,6.8333,80.0833,1
737,247,Hanwella Raja Maha Vihara,Construction,700 AD,Temple built near historic ferry route.,6.9,80.0667,1
738,247,Hanwella Raja Maha Vihara,Worship Traditions,1600 AD,Annual poya rituals established.,6.9,80.0667,1
739,247,Hanwella Raja Maha Vihara,Renovation,1990 AD,Shrine restored.,6.9,80.0667,1
740,248,Meegoda Ambalama,Creation,1750 AD,Shelter created for ox-cart travelers.,6.84,80.0,1
741,248,Meegoda Ambalama,Community Use,1800 AD,Used by merchants and pilgrims.,6.84,80.0,1
742,248,Meegoda Ambalama,Listed Heritage,2003 AD,Declared as archaeological monument.,6.84,80.0,1
743,249,Godagama Stone Bridge,Construction,1500 AD,Ancient stone footbridge built during Kandyan period.,6.845,80.032,1
744,249,Godagama Stone Bridge,Engineering Renovation,1900 AD,Repaired during British colonization.,6.845,80.032,1
745,249,Godagama Stone Bridge,Historic Protection,2001 AD,Declared a protected monument.,6.845,80.032,1
746,250,Malapalla Ancient Temple,Construction,900 AD,Built in early medieval period.,6.83,80.013,1
747,250,Malapalla Ancient Temple,Chola Influence,1000 AD,Temple renovated under South Indian influence.,6.83,80.013,1
748,250,Malapalla Ancient Temple,Protected Listing,2000 AD,Temple declared archaeological.,6.83,80.013,1
749,251,Delkanda Raja Maha Vihara,Construction,700 AD,Ancient temple in Nugegoda region.,6.846,79.899,1
750,251,Delkanda Raja Maha Vihara,Local Patronage,1500 AD,Supported by regional chieftains.,6.846,79.899,1
751,251,Delkanda Raja Maha Vihara,Restoration,2002 AD,Shrine conserved.,6.846,79.899,1
752,252,Maharagama Ella Ancient Site,Prehistoric Culture,5000 BC,Stone implements found near waterfall.,6.846,79.9,1
753,252,Maharagama Ella Ancient Site,Forest Monastery,900 AD,Caves used for meditation.,6.846,79.9,1
754,252,Maharagama Ella Ancient Site,Conservation Status,2010 AD,Declared protected.,6.846,79.9,1
755,253,Dehiwala Purana Viharaya,Construction,600 AD,One of oldest temples in coastal belt.,6.86,79.868,1
756,253,Dehiwala Purana Viharaya,Kandyan Renovation,1700 AD,Temple expanded with new image house.,6.86,79.868,1
757,253,Dehiwala Purana Viharaya,Historical Listing,1995 AD,Temple declared archaeological.,6.86,79.868,1
758,254,Karagampitiya Subadrarama,Construction,800 AD,Ancient Buddhist temple.,6.853,79.862,1
759,254,Karagampitiya Subadrarama,Colonial Era Murals,1800 AD,Temple murals influenced by European art.,6.853,79.862,1
760,254,Karagampitiya Subadrarama,Conservation Work,2005 AD,Temple preserved.,6.853,79.862,1
761,255,Battaramulla Historic Marshland,Early Settlements,1000 AD,Ancient communities lived near marsh.,6.9,79.95,1
762,255,Battaramulla Historic Marshland,Brahmi Pottery Found,200 AD,Pottery fragments indicate trade.,6.9,79.95,1
763,255,Battaramulla Historic Marshland,Declared Protected,2012 AD,Site added to archaeological register.,6.9,79.95,1
764,256,Thalangama Lake Heritage,Construction,500 AD,Built as part of ancient irrigation.,6.906,79.939,1
765,256,Thalangama Lake Heritage,Medieval Expansion,1200 AD,Lake expanded during Kingdom era.,6.906,79.939,1
766,256,Thalangama Lake Heritage,Declared Sanctuary,2006 AD,Wetland protected.,6.906,79.939,1
767,257,Athurugiriya Prehistoric Cave,Prehistoric Inhabitants,8000 BC,Stone tools found.,6.885,79.977,1
768,257,Athurugiriya Prehistoric Cave,Scientific Excavation,1985 AD,Excavations revealed ancient burials.,6.885,79.977,1
769,257,Athurugiriya Prehistoric Cave,Protected Status,1998 AD,Cave declared archaeological.,6.885,79.977,1
770,258,Hokandara Historic Village,Formation,1200 AD,Village established during Dambadeniya era.,6.9,79.952,1
771,258,Hokandara Historic Village,Forest Monastery,900 AD,Monks meditated in caves nearby.,6.9,79.952,1
772,258,Hokandara Historic Village,Heritage Recognition,2010 AD,Village recognized for historical value.,6.9,79.952,1
773,259,Madiwela Ancient Temple,Construction,700 AD,Old Buddhist temple.,6.89,79.93,1
774,259,Madiwela Ancient Temple,Colonial Period Use,1800 AD,Temple served as refuge during unrest.,6.89,79.93,1
775,259,Madiwela Ancient Temple,Restoration,2005 AD,Temple renovated.,6.89,79.93,1
776,260,Kotte Parliament Archaeological Ruins,Ancient Capital,1400 AD,Kotte served as medieval capital.,6.9,79.9,1
777,260,Kotte Parliament Archaeological Ruins,Portuguese Destruction,1505 AD,City heavily damaged.,6.9,79.9,1
778,260,Kotte Parliament Archaeological Ruins,Excavations,2000 AD,Archaeologists found city layout.,6.9,79.9,1
779,261,Kotte Rajamaha Vihara,Construction,1300 AD,Temple built by Alakeshwara kings.,6.892,79.903,1
780,261,Kotte Rajamaha Vihara,Expansion,1600 AD,Expanded with Kandyan roof structures.,6.892,79.903,1
781,261,Kotte Rajamaha Vihara,Declared Heritage,1999 AD,Listed as archaeological.,6.892,79.903,1
782,262,Beddagana Historic Wetland,Early Human Use,2000 BC,Evidence of prehistoric life.,6.903,79.92,1
783,262,Beddagana Historic Wetland,Kingdom Era Irrigation,1200 AD,Water management system created.,6.903,79.92,1
784,262,Beddagana Historic Wetland,Declared Sanctuary,2015 AD,Protected by environmental authority.,6.903,79.92,1
785,263,Pita Kotte Ancient City Wall,Construction,1400 AD,Outer defensive wall built.,6.895,79.903,1
786,263,Pita Kotte Ancient City Wall,Portuguese Conflict,1500 AD,Walls damaged during battles.,6.895,79.903,1
787,263,Pita Kotte Ancient City Wall,Conservation,2012 AD,Sections restored.,6.895,79.903,1
788,264,Kotte Alakeshwara Tomb,Construction,1400 AD,Tomb of ancient minister Alakeshwara.,6.8955,79.904,1
789,264,Kotte Alakeshwara Tomb,Rediscovery,1920 AD,Tomb identified by archaeologists.,6.8955,79.904,1
790,264,Kotte Alakeshwara Tomb,Declared Protected,2000 AD,Protected tomb.,6.8955,79.904,1
791,265,Kotte Ethul Kotte Temple,Construction,1300 AD,Temple built during Kotte era.,6.895,79.9055,1
792,265,Kotte Ethul Kotte Temple,Royal Patronage,1450 AD,Supported by Kotte kings.,6.895,79.9055,1
793,265,Kotte Ethul Kotte Temple,Restoration,2003 AD,Temple conserved.,6.895,79.9055,1
794,266,Pepiliyana Sunethradevi Pirivena,Establishment,1300 AD,Major educational monastic center.,6.86,79.88,1
795,266,Pepiliyana Sunethradevi Pirivena,Buddhist Scholarship,1500 AD,Center of Sinhala literature.,6.86,79.88,1
796,266,Pepiliyana Sunethradevi Pirivena,Protection,2004 AD,Declared archaeological.,6.86,79.88,1
797,267,Boralesgamuwa Raja Maha Viharaya,Construction,600 AD,One of oldest temples in region.,6.82,79.91,1
798,267,Boralesgamuwa Raja Maha Viharaya,Reconstruction,1600 AD,Temple rebuilt under Kandyan rule.,6.82,79.91,1
799,267,Boralesgamuwa Raja Maha Viharaya,Heritage Protection,1997 AD,Declared archaeological.,6.82,79.91,1
800,268,Pepiliyana Cave Temple,Construction,700 AD,Cave shrine established.,6.857,79.878,1
801,268,Pepiliyana Cave Temple,Kandyan Paintings,1700 AD,Frescoes added during Kandyan revival.,6.857,79.878,1
802,268,Pepiliyana Cave Temple,Heritage Listing,1998 AD,Temple declared protected.,6.857,79.878,1
803,269,Kohuwala Ancient Bo Tree,Planting,300 AD,Monks planted sacred Bo sapling.,6.86,79.88,1
804,269,Kohuwala Ancient Bo Tree,Ritual Offerings,1500 AD,Local rituals established under Sitawaka kings.,6.86,79.88,1
805,269,Kohuwala Ancient Bo Tree,Protected Status,2005 AD,Tree listed as protected heritage.,6.86,79.88,1
806,270,Kalubowila Historic Pond,Construction,900 AD,Pond built for irrigation and rituals.,6.863,79.87,1
807,270,Kalubowila Historic Pond,Colonial Renovation,1800 AD,Repaired during British era.,6.863,79.87,1
808,270,Kalubowila Historic Pond,Declared Protected,2010 AD,Pond classified under archaeology.,6.863,79.87,1
809,271,Wellawatte Historic Coastal Settlement,Formation,600 AD,Early Tamil-Sinhala settlement site.,6.875,79.865,1
810,271,Wellawatte Historic Coastal Settlement,Maritime Trade,1500 AD,Export of pearls and conch shells flourished.,6.875,79.865,1
811,271,Wellawatte Historic Coastal Settlement,Protection,2008 AD,Declared heritage coastline.,6.875,79.865,1
812,272,Bambalapitiya Ancient Shrine,Construction,700 AD,Small Buddhist shrine constructed.,6.888,79.854,1
813,272,Bambalapitiya Ancient Shrine,Cultural Significance,1800 AD,Used by traders and fishing communities.,6.888,79.854,1
814,272,Bambalapitiya Ancient Shrine,Conservation,2003 AD,Preserved by archaeology department.,6.888,79.854,1
815,273,Havelock Town Archaeological Mound,Formation,200 BC,Pottery and tools found from pre-Anuradhapura era.,6.89,79.86,1
816,273,Havelock Town Archaeological Mound,Excavation,1975 AD,Excavations reveal settlement layers.,6.89,79.86,1
817,273,Havelock Town Archaeological Mound,Protection,2001 AD,Site officially protected.,6.89,79.86,1
818,274,Kollupitiya Dutch Governor House,Construction,1680 AD,Built by Dutch for administrative use.,6.915,79.855,1
819,274,Kollupitiya Dutch Governor House,British Conversion,1805 AD,Converted into rest house.,6.915,79.855,1
820,274,Kollupitiya Dutch Governor House,Heritage Listing,2004 AD,Declared protected building.,6.915,79.855,1
821,275,Galle Face Military Fortification,Construction,1505 AD,Portuguese built coastal defense walls.,6.912,79.846,1
822,275,Galle Face Military Fortification,Dutch Reinforcement,1650 AD,Walls expanded and reinforced.,6.912,79.846,1
823,275,Galle Face Military Fortification,British Demolition,1870 AD,Parts removed for urban expansion.,6.912,79.846,1
824,276,Slave Island Malay Heritage Zone,Moor-Malay Settlement,1700 AD,Malay soldiers settled in area.,6.917,79.853,1
825,276,Slave Island Malay Heritage Zone,Colonial Influence,1800 AD,British recruited Malay regiment.,6.917,79.853,1
826,276,Slave Island Malay Heritage Zone,Cultural Revival,2000 AD,Area listed for cultural protection.,6.917,79.853,1
827,277,Colombo Fort Lighthouse,Construction,1829 AD,British built lighthouse and clock tower.,6.933,79.843,1
828,277,Colombo Fort Lighthouse,Signal Station Use,1900 AD,Used as maritime signal tower.,6.933,79.843,1
829,277,Colombo Fort Lighthouse,Heritage Status,2015 AD,Declared heritage monument.,6.933,79.843,1
830,278,Colombo Fort Bastion Ruins,Portuguese Construction,1518 AD,First Portuguese defensive bastion.,6.934,79.842,1
831,278,Colombo Fort Bastion Ruins,Dutch Expansion,1658 AD,Expanded fortification.,6.934,79.842,1
832,278,Colombo Fort Bastion Ruins,Archaeological Survey,2010 AD,Structures rediscovered underground.,6.934,79.842,1
833,279,Colombo Kotuwa Ancient Market,Formation,1600 AD,Historic trading market inside fort.,6.9345,79.8435,1
834,279,Colombo Kotuwa Ancient Market,British Restructuring,1800 AD,Market reorganized by colonial rulers.,6.9345,79.8435,1
835,279,Colombo Kotuwa Ancient Market,Heritage Listing,2012 AD,Market declared archaeological.,6.9345,79.8435,1
836,280,Dematagoda Historic Settlement,Early Formation,1200 AD,Agricultural community established.,6.93,79.88,1
837,280,Dematagoda Historic Settlement,Colonial Rail Impact,1864 AD,Railway construction changed settlement pattern.,6.93,79.88,1
838,280,Dematagoda Historic Settlement,Protection,2008 AD,Heritage assessment completed.,6.93,79.88,1
839,281,Maradana Mosque Heritage Site,Construction,1860 AD,One of oldest mosques in Colombo region.,6.927,79.863,1
840,281,Maradana Mosque Heritage Site,Cultural Hub,1900 AD,Center for Islamic education.,6.927,79.863,1
841,281,Maradana Mosque Heritage Site,Renovation,1999 AD,Mosque restored.,6.927,79.863,1
842,282,Technical College Colonial Building,Construction,1893 AD,British built vocational training college.,6.926,79.861,1
843,282,Technical College Colonial Building,Engineering Education,1920 AD,Major educational hub.,6.926,79.861,1
844,282,Technical College Colonial Building,Heritage Protection,2005 AD,Listed as protected building.,6.926,79.861,1
845,283,Ananda College Monument Site,Establishment,1886 AD,Founded by Buddhist Theosophical Society.,6.9135,79.866,1
846,283,Ananda College Monument Site,Nationalist Movement,1920 AD,School became hub of independence activism.,6.9135,79.866,1
847,283,Ananda College Monument Site,Centenary Celebration,1986 AD,School completed 100 years.,6.9135,79.866,1
848,284,Viharamahadevi Park Archaeological Site,Prehistoric Artifacts,1500 BC,Stone tools found under soil layers.,6.9148,79.8612,1
849,284,Viharamahadevi Park Archaeological Site,Colonial Landscaping,1860 AD,British redesigned area as public park.,6.9148,79.8612,1
850,284,Viharamahadevi Park Archaeological Site,Modern Protection,2010 AD,Site assessed by archaeology department.,6.9148,79.8612,1
851,285,Independence Memorial Hall,Construction,1948 AD,Built to commemorate Sri Lanka’s independence.,6.9022,79.8614,1
852,285,Independence Memorial Hall,National Ceremonies,1950 AD,Used for major state events.,6.9022,79.8614,1
853,285,Independence Memorial Hall,Heritage Listing,2015 AD,Declared heritage monument.,6.9022,79.8614,1
854,286,Thimbirigasyaya Old Temple,Construction,900 AD,Ancient forest monastery.,6.894,79.87,1
855,286,Thimbirigasyaya Old Temple,Kandyan Murals,1700 AD,Murals painted during Kandyan era.,6.894,79.87,1
856,286,Thimbirigasyaya Old Temple,Conservation Work,2008 AD,Temple restored.,6.894,79.87,1
857,287,Havelock Racecourse Ruins,Construction,1893 AD,British built horse racing track.,6.89,79.87,1
858,287,Havelock Racecourse Ruins,Racing Era,1900 AD,Site used for elite sporting events.,6.89,79.87,1
859,287,Havelock Racecourse Ruins,Heritage Study,2012 AD,Site identified for potential restoration.,6.89,79.87,1
860,288,Kirulapone Ancient Bo Shrine,Planting,500 AD,Sacred Bo tree planted.,6.88,79.87,1
861,288,Kirulapone Ancient Bo Shrine,Local Worship,1400 AD,Annual Bo festival started.,6.88,79.87,1
862,288,Kirulapone Ancient Bo Shrine,Declared Heritage,2005 AD,Site protected.,6.88,79.87,1
863,289,Narahenpita Old Railway Colony,Construction,1864 AD,Settlement formed around first railway line.,6.9,79.88,1
864,289,Narahenpita Old Railway Colony,Railway Expansion,1900 AD,Houses built for railway workers.,6.9,79.88,1
865,289,Narahenpita Old Railway Colony,Recognition,2015 AD,Colony recognized for historical value.,6.9,79.88,1
866,290,Jana Kala Kendraya Historic Grounds,Cultural Events,1950 AD,Ground used for national arts festivals.,6.8945,79.9,1
867,290,Jana Kala Kendraya Historic Grounds,Educational Sessions,1970 AD,Venue for traditional dance education.,6.8945,79.9,1
868,290,Jana Kala Kendraya Historic Grounds,Renovation,2000 AD,Cultural complex modernized.,6.8945,79.9,1
869,291,Borella Cemetery Colonial Section,Establishment,1860 AD,British cemetery section created.,6.913,79.88,1
870,291,Borella Cemetery Colonial Section,War Burials,1940 AD,WWII soldiers buried here.,6.913,79.88,1
871,291,Borella Cemetery Colonial Section,Heritage Documentation,2008 AD,Area documented for heritage value.,6.913,79.88,1
872,292,Kanatte Prehistoric Mound,Formation,3000 BC,Archaeologists found pre-historic bones.,6.91,79.885,1
873,292,Kanatte Prehistoric Mound,Scientific Excavation,1999 AD,Excavation uncovered burial pits.,6.91,79.885,1
874,292,Kanatte Prehistoric Mound,Preservation,2007 AD,Site protected.,6.91,79.885,1
875,293,Rajagiriya Ancient Ferry Point,Use,1400 AD,Used to cross Diyawanna Oya.,6.913,79.905,1
876,293,Rajagiriya Ancient Ferry Point,Colonial Era,1800 AD,Ferry operated under British supervision.,6.913,79.905,1
877,293,Rajagiriya Ancient Ferry Point,Heritage Declaration,2003 AD,Site protected.,6.913,79.905,1
878,294,Obeysekarapura Forest Monastery,Establishment,800 AD,Cave-based meditation center.,6.915,79.915,1
879,294,Obeysekarapura Forest Monastery,Kandyan Era Use,1700 AD,Used by traveling monks.,6.915,79.915,1
880,294,Obeysekarapura Forest Monastery,Listed Heritage,2005 AD,Added to archaeology register.,6.915,79.915,1
881,295,Angoda Ancient Temple,Construction,600 AD,Oldest temple in Angoda region.,6.93,79.9,1
882,295,Angoda Ancient Temple,Colonial Remodeling,1880 AD,Temple expanded with new buildings.,6.93,79.9,1
883,295,Angoda Ancient Temple,Heritage Status,2012 AD,Temple declared archaeological.,6.93,79.9,1
884,296,Mulleriyawa Historical Site,Settlement,1000 AD,Ancient riverside settlement.,6.934,79.908,1
885,296,Mulleriyawa Historical Site,Colonial Era Battle,1685 AD,Area involved in Portuguese-Kandyan skirmishes.,6.934,79.908,1
886,296,Mulleriyawa Historical Site,Preservation,2001 AD,Declared protected.,6.934,79.908,1
887,297,IDH Old Hospital Colonial Wing,Construction,1910 AD,Established during British rule.,6.933,79.918,1
888,297,IDH Old Hospital Colonial Wing,Medical Advancement,1950 AD,Used for infectious disease research.,6.933,79.918,1
889,297,IDH Old Hospital Colonial Wing,Renovation,2005 AD,Colonial building preserved.,6.933,79.918,1
890,298,Kadawatha Ancient Bo Shrine,Planting,400 AD,Ancient sacred Bo tree planted.,7.0,79.95,1
891,298,Kadawatha Ancient Bo Shrine,Worship Rituals,1600 AD,Local rituals continue for centuries.,7.0,79.95,1
892,298,Kadawatha Ancient Bo Shrine,Protected,2010 AD,Listed heritage.,7.0,79.95,1
893,299,Kadawatha Ambalama,Construction,1700 AD,Rest shelter on Colombo-Kandy road.,7.002,79.952,1
894,299,Kadawatha Ambalama,Colonial Era Use,1800 AD,Used by bullock cart travelers.,7.002,79.952,1
895,299,Kadawatha Ambalama,Renovation,2002 AD,Restoration completed.,7.002,79.952,1
896,300,Ragama Old Railway Station,Construction,1864 AD,One of earliest railway stops in Ceylon.,7.022,79.949,1
897,300,Ragama Old Railway Station,Expansion,1900 AD,Station expanded under British.,7.022,79.949,1
898,300,Ragama Old Railway Station,Preservation,2018 AD,Declared protected.,7.022,79.949,1
899,301,Wattala Historic Church,Construction,1800 AD,Built by early Catholic communities.,6.99,79.88,1
900,301,Wattala Historic Church,Community Growth,1900 AD,Church became center of local education.,6.99,79.88,1
901,301,Wattala Historic Church,Heritage Listing,2010 AD,Church declared protected.,6.99,79.88,1
902,302,Dikovita Ancient Fishing Port,Formation,1200 AD,Port served medieval fishing fleets.,7.001,79.873,1
903,302,Dikovita Ancient Fishing Port,Colonial Activity,1700 AD,Used by Portuguese traders.,7.001,79.873,1
904,302,Dikovita Ancient Fishing Port,Modern Protection,2015 AD,Declared heritage coastline.,7.001,79.873,1
905,303,Hendala Dutch Church,Construction,1675 AD,Built by Dutch missionaries.,6.9905,79.871,1
906,303,Hendala Dutch Church,Religious Expansion,1750 AD,Congregation rapidly expanded.,6.9905,79.871,1
907,303,Hendala Dutch Church,Conservation,2008 AD,Restored and protected.,6.9905,79.871,1
908,304,Hendala Leprosy Hospital,Construction,1708 AD,Oldest hospital in Sri Lanka.,6.987,79.875,1
909,304,Hendala Leprosy Hospital,Medical Era,1800 AD,Pioneered clinical treatments.,6.987,79.875,1
910,304,Hendala Leprosy Hospital,Heritage Recognition,2005 AD,Listed as protected medical heritage.,6.987,79.875,1
911,305,Mabola Ancient Temple,Construction,900 AD,Forest monks established early monastery.,7.003,79.88,1
912,305,Mabola Ancient Temple,Buddhist Rituals,1500 AD,Annual Perahera initiated.,7.003,79.88,1
913,305,Mabola Ancient Temple,Archaeological Protection,2012 AD,Declared protected.,7.003,79.88,1
914,306,Walpola Ancient Pond,Construction,1000 AD,Built for irrigation and rituals.,7.02,79.87,1
915,306,Walpola Ancient Pond,British Mapping,1850 AD,Included in colonial land maps.,7.02,79.87,1
916,306,Walpola Ancient Pond,Protection,2001 AD,Recognized as archaeological heritage.,7.02,79.87,1
917,307,Welisara Naval Camp Colonial Block,Construction,1920 AD,Built by British for naval logistics.,7.034,79.89,1
918,307,Welisara Naval Camp Colonial Block,WWII Use,1942 AD,Used during world war operations.,7.034,79.89,1
919,307,Welisara Naval Camp Colonial Block,Conservation,2015 AD,Restoration and listing.,7.034,79.89,1
920,308,Mahabage Ancient Ambalama,Construction,1700 AD,Rest shelter on ancient route.,7.05,79.9,1
921,308,Mahabage Ancient Ambalama,Colonial Usage,1850 AD,Used by traders on Colombo–Negombo road.,7.05,79.9,1
922,308,Mahabage Ancient Ambalama,Preservation,2002 AD,Declared heritage rest stop.,7.05,79.9,1
923,309,Kandana Old Temple,Construction,800 AD,Early monastic site.,7.045,79.92,1
924,309,Kandana Old Temple,Religious Development,1600 AD,Temple expanded with new structures.,7.045,79.92,1
925,309,Kandana Old Temple,Heritage Status,2011 AD,Declared archaeological site.,7.045,79.92,1
926,310,Rilaulla Ancient Stone Bridge,Construction,1300 AD,Medieval stone bridge built.,7.06,79.935,1
927,310,Rilaulla Ancient Stone Bridge,Colonial Documentation,1800 AD,Listed in British survey maps.,7.06,79.935,1
928,310,Rilaulla Ancient Stone Bridge,Preservation,2010 AD,Protected by archaeology department.,7.06,79.935,1
929,311,Ja-Ela Ancient Bo Tree,Planting,500 AD,Ancient sacred Bo tree planted.,7.07,79.89,1
930,311,Ja-Ela Ancient Bo Tree,Local Festivals,1400 AD,Village rituals established.,7.07,79.89,1
931,311,Ja-Ela Ancient Bo Tree,Heritage Listing,2003 AD,Tree declared protected.,7.07,79.89,1
932,312,Ekkala Historic Shrine,Construction,900 AD,Shrine built by monks and villagers.,7.08,79.87,1
933,312,Ekkala Historic Shrine,Expansion,1600 AD,Structures expanded with stone pillars.,7.08,79.87,1
934,312,Ekkala Historic Shrine,Protection,2018 AD,Listed under heritage.,7.08,79.87,1
935,313,Seeduwa Ancient Settlement,Formation,1200 AD,Agricultural community began.,7.13,79.87,1
936,313,Seeduwa Ancient Settlement,Colonial Interaction,1800 AD,Dutch interacted with farming colonies.,7.13,79.87,1
937,313,Seeduwa Ancient Settlement,Documentation,2006 AD,Settlement identified as heritage.,7.13,79.87,1
938,314,Kotugoda Old Church,Construction,1840 AD,Catholic mission church established.,7.15,79.9,1
939,314,Kotugoda Old Church,Religious Growth,1900 AD,Parish expanded with schooling system.,7.15,79.9,1
940,314,Kotugoda Old Church,Conservation,2012 AD,Church preserved.,7.15,79.9,1
941,315,Divulapitiya Ancient Temple,Construction,600 AD,One of oldest temples in Gampaha region.,7.2,79.98,1
942,315,Divulapitiya Ancient Temple,Buddhist Center,1500 AD,Flourished as regional monastery.,7.2,79.98,1
943,315,Divulapitiya Ancient Temple,Archaeological Listing,2005 AD,Declared heritage monument.,7.2,79.98,1
944,316,Badalgama Ancient Devalaya,Construction,1100 AD,Shrine dedicated to guardian deities.,7.25,79.98,1
945,316,Badalgama Ancient Devalaya,Religious Functions,1600 AD,Annual rituals and offerings.,7.25,79.98,1
946,316,Badalgama Ancient Devalaya,Heritage Protection,2008 AD,Listed by archaeology dept.,7.25,79.98,1
947,317,Minuwangoda Ambalama,Construction,1700 AD,Rest house for travelers and pilgrims.,7.18,79.95,1
948,317,Minuwangoda Ambalama,Colonial Era Use,1850 AD,Served as rest point for bullock carts.,7.18,79.95,1
949,317,Minuwangoda Ambalama,Restoration,2003 AD,Ambalama restored.,7.18,79.95,1
950,318,Katana Ancient Church,Construction,1500 AD,Portuguese church established.,7.265,79.86,1
951,318,Katana Ancient Church,Expansion,1700 AD,Expanded by local Christian community.,7.265,79.86,1
952,318,Katana Ancient Church,Heritage Recognition,2001 AD,Protected as cultural heritage.,7.265,79.86,1
953,319,Negombo Dutch Fort,Construction,1672 AD,Built by Dutch after capturing from Portuguese.,7.208,79.838,1
954,319,Negombo Dutch Fort,Major Military Use,1700 AD,Served as stronghold on western coast.,7.208,79.838,1
955,319,Negombo Dutch Fort,British Conversion,1796 AD,Used as prison by British.,7.208,79.838,1
956,320,Negombo Hamilton Canal,Construction,1802 AD,Built by British for cinnamon transport.,7.23,79.84,1
957,320,Negombo Hamilton Canal,Major Trade Route,1850 AD,Used to transport goods between Colombo and Puttalam.,7.23,79.84,1
958,320,Negombo Hamilton Canal,Restoration,2012 AD,Canal renovated for tourism.,7.23,79.84,1
959,321,Negombo Old Dutch Cemetery,Construction,1700 AD,Dutch burial site established.,7.22,79.84,1
960,321,Negombo Old Dutch Cemetery,Historical Inscriptions,1750 AD,Unique Dutch stone inscriptions preserved.,7.22,79.84,1
961,321,Negombo Old Dutch Cemetery,Restoration,2018 AD,Site preserved and documented.,7.22,79.84,1
962,322,Chilaw Historic Munneswaram Temple,Construction,1000 AD,Ancient Hindu temple revered by kings.,7.575,79.795,11
963,322,Chilaw Historic Munneswaram Temple,Portuguese Destruction,1580 AD,Temple destroyed and rebuilt later.,7.575,79.795,11
964,322,Chilaw Historic Munneswaram Temple,Kandyan Alliance,1660 AD,Support from Kandyan kings.,7.575,79.795,11
965,323,Wennappuwa Old Roman Church,Construction,1500 AD,Built by early Portuguese settlers.,7.5,79.84,11
966,323,Wennappuwa Old Roman Church,Community Growth,1850 AD,Important parish during colonial times.,7.5,79.84,11
967,323,Wennappuwa Old Roman Church,Preservation,2010 AD,Church restored.,7.5,79.84,11
968,324,Udappuwa Ancient Coastal Shrine,Construction,1200 AD,Shrine built by coastal communities.,7.7,79.85,11
969,324,Udappuwa Ancient Coastal Shrine,Colonial Mapping,1700 AD,Appears in early maritime maps.,7.7,79.85,11
970,324,Udappuwa Ancient Coastal Shrine,Protection,2012 AD,Declared heritage.,7.7,79.85,11
971,325,Marawila Ancient Bo Tree,Planting,700 AD,Village monks planted sacred Bo tree.,7.47,79.86,11
972,325,Marawila Ancient Bo Tree,Local Worship,1500 AD,Rituals recorded for centuries.,7.47,79.86,11
973,325,Marawila Ancient Bo Tree,Heritage Assessment,2006 AD,Tree documented by archaeology.,7.47,79.86,11
974,326,Puttalam Historic Mosque,Construction,1500 AD,Muslim traders built original mosque.,8.033,79.835,11
975,326,Puttalam Historic Mosque,Arab Trade Influence,1700 AD,Mosque linked to Arab trading community.,8.033,79.835,11
976,326,Puttalam Historic Mosque,Renovation,2000 AD,Site restored and modernized.,8.033,79.835,11
977,327,Puttalam Ancient Salterns,Construction,1400 AD,Ancient salt production area.,8.03,79.9,11
978,327,Puttalam Ancient Salterns,Colonial Salt Trade,1800 AD,British expanded salt trade.,8.03,79.9,11
979,327,Puttalam Ancient Salterns,Heritage Protection,2015 AD,Declared archaeological landscape.,8.03,79.9,11
980,328,Madampe Ancient Devalaya,Construction,1100 AD,Shrine dedicated to regional deity.,7.64,79.9,11
981,328,Madampe Ancient Devalaya,Ritual Offerings,1600 AD,Maniyo ceremony introduced.,7.64,79.9,11
982,328,Madampe Ancient Devalaya,Preservation,2008 AD,Protected monument.,7.64,79.9,11
983,329,Nattandiya Old Temple,Construction,900 AD,Ancient Buddhist temple founded.,7.48,79.89,11
984,329,Nattandiya Old Temple,Expansion,1500 AD,Temple expanded under regional kings.,7.48,79.89,11
985,329,Nattandiya Old Temple,Heritage Listing,2004 AD,Temple protected.,7.48,79.89,11
986,330,Kalpitiya Dutch Fort,Construction,1667 AD,Dutch built fort for maritime control.,8.762,79.767,6
987,330,Kalpitiya Dutch Fort,Mercantile Trade,1700 AD,Major trading post of VOC.,8.762,79.767,6
988,330,Kalpitiya Dutch Fort,British Use,1795 AD,Used as British military outpost.,8.762,79.767,6
989,331,Kalpitiya Catholic Church,Construction,1676 AD,Church built by missionaries.,8.76,79.76,6
990,331,Kalpitiya Catholic Church,Community Center,1800 AD,Center of regional Catholic activity.,8.76,79.76,6
991,331,Kalpitiya Catholic Church,Restoration,2009 AD,Heritage restoration completed.,8.76,79.76,6
